p	form_index	Kmax	min_k	represented_ks	count	k	status	decision	nodes	witness	value	gcd	method
59	19	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, -1, -1, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	19	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-3, -1, -2, -3, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	19	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-4, -3, -2, -5, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	246	[-1, -1, -2, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	826	[-1, 0, 1, -4, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	427	[-6, 4, -2, -7, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	35	[0, -1, -2, 1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, 1, -5, 1, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[1, 1, -10, 1, -2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	14	[0, 0, 1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	9	[0, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	8	[1, -3, 0, -3, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	55	[-2, -3, -3, -3, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[0, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	11	[-1, 0, 0, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	90	[-3, -1, 3, -4, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	39	[-3, -6, 1, -9, 2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	7	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	7	[-1, 0, 1, 1, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, -2, 0, 1, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-1, -2, 0, 1, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	25	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	25	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	25	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	25	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-1, -2, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	25	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, -3, -1, -4, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	25	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	35	[-1, -3, 0, -9, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	26	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	26	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	26	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	13	[-1, 0, -1, 1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	26	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-1, -2, -1, 1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	26	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	7	[-3, -4, 0, 2, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	26	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-4, -4, -2, 1, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	27	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	27	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	27	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[-1, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	27	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	8	[-2, -1, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	27	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	11	[-2, 0, -1, -5, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	27	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-5, -1, 0, -10, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	28	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	28	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	28	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[0, 0, 0, 1, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	28	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, 0, -2, 1, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	28	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	7	[1, 0, -4, 2, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	28	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	14	[1, 1, -5, 5, -9]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	29	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	29	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	29	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	13	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	29	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	9	[0, 0, 1, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	29	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[0, 0, 1, -2, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	29	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	21	[2, 3, 2, -4, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	30	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	30	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	30	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	9	[0, 1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	30	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	13	[-1, 0, -2, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	30	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	13	[-1, 1, -2, -2, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	30	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	74	[0, 2, 1, -1, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	31	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	31	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	31	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	13	[-1, 0, 0, 1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	31	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	10	[-3, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	31	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	7	[-6, -2, -2, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	31	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	8	[-13, -4, -2, 0, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	32	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	32	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	32	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	9	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	32	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	9	[-1, 0, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	32	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	16	[-1, 0, -2, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	32	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	8	[1, -1, -4, -7, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	33	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	33	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	33	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[-1, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	33	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-3, -1, 1, 1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	33	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	22	[-7, 2, 4, 4, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	33	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	18	[-14, 2, 6, 5, -2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	34	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	34	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[0, 0, -1, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	34	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	34	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[-1, 0, -1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	34	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, 0, -2, -1, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	34	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	15	[-3, 0, -3, -2, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	35	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	35	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	35	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	13	[0, -1, 1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	35	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	8	[-2, 0, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	35	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	44	[-2, -3, 1, -3, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	35	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-2, -4, -1, -4, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	36	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	36	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	36	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	11	[-1, 1, 1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	36	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[1, -1, 0, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	36	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	12	[1, 0, 2, 0, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	36	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	8	[1, -1, 3, 0, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	37	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	37	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	37	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	7	[-1, 0, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	37	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	7	[0, 1, 0, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	37	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, -1, 0, -1, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	37	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[0, 0, 1, -3, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
